psalm_number,section_number,verse_number,section_title,part_number,text
78,1,53,"Attendite, popule",1,"But as for his own people, he led them forth like sheep"
78,1,53,"Attendite, popule",2,and carried them in the wilderness like a flock.
78,1,54,"Attendite, popule",1,"He brought them out safely, that they should not fear"
78,1,54,"Attendite, popule",2,and overwhelmed their enemies with the sea.
78,1,55,"Attendite, popule",1,And brought them within the borders of his sanctuary
78,1,55,"Attendite, popule",2,even to his mountain which he purchased with his right hand.
78,1,56,"Attendite, popule",1,He cast out the heathen also before them
78,1,56,"Attendite, popule",2,"caused their land to be divided among them for an heritage, and made the tribes of Israel to dwell in their tents."
78,1,57,"Attendite, popule",1,So they tempted and displeased the most high God
78,1,57,"Attendite, popule",2,and kept not his testimonies;
78,1,58,"Attendite, popule",1,"But turned their backs, and fell away like their forefathers"
78,1,58,"Attendite, popule",2,starting aside like a broken bow.
78,1,59,"Attendite, popule",1,For they grieved him with their hill-altars
78,1,59,"Attendite, popule",2,and provoked him to displeasure with their images.
78,1,60,"Attendite, popule",1,"When God heard this, he was wroth"
78,1,60,"Attendite, popule",2,and took sore displeasure at Israel.
78,1,61,"Attendite, popule",1,So that he forsook the tabernacle in Silo
78,1,61,"Attendite, popule",2,even the tent that he had pitched among men.
78,1,62,"Attendite, popule",1,He delivered their power into captivity
78,1,62,"Attendite, popule",2,and their beauty into the enemy's hand.
78,1,63,"Attendite, popule",1,He gave his people over also unto the sword
78,1,63,"Attendite, popule",2,and was wroth with his inheritance.
78,1,64,"Attendite, popule",1,The fire consumed their young men
78,1,64,"Attendite, popule",2,and their maidens were not given to marriage.
78,1,65,"Attendite, popule",1,Their priests were slain with the sword
78,1,65,"Attendite, popule",2,and there were no widows to make lamentation.
78,1,66,"Attendite, popule",1,So the Lord awaked as one out of sleep
78,1,66,"Attendite, popule",2,and like a giant refreshed with wine.
78,1,67,"Attendite, popule",1,He smote his enemies in the hinder parts
78,1,67,"Attendite, popule",2,and put them to a perpetual shame.
78,1,68,"Attendite, popule",1,He refused the tabernacle of Joseph
78,1,68,"Attendite, popule",2,and chose not the tribe of Ephraim;
78,1,69,"Attendite, popule",1,But chose the tribe of Judah
78,1,69,"Attendite, popule",2,even the hill of Sion which he loved.
78,1,70,"Attendite, popule",1,And there he built his temple on high
78,1,70,"Attendite, popule",2,and laid the foundation of it like the ground which he hath made continually.
78,1,71,"Attendite, popule",1,He chose David also his servant
78,1,71,"Attendite, popule",2,and took him away from the sheep-folds.
78,1,72,"Attendite, popule",1,As he was following the ewes great with young ones he took him
78,1,72,"Attendite, popule",2,"that he might feed Jacob his people, and Israel his inheritance."
78,1,73,"Attendite, popule",1,So he fed them with a faithful and true heart
78,1,73,"Attendite, popule",2,and ruled them prudently with all his power.
78,2,75,Doxology,1,Glory be to the Father
78,2,75,Doxology,2,"and to the Son, and to the Holy Ghost"
78,2,74,Doxology,1,"As it was in the beginning, is now, and ever shall be"
78,2,74,Doxology,2,world without end. Amen.
79,1,1,"Deus, venerunt",1,"O GOD, the heathen are come into thine inheritance"
79,1,1,"Deus, venerunt",2,"thy holy temple have they defiled, and made Jerusalem an heap of stones."
79,1,2,"Deus, venerunt",1,The dead bodies of thy servants have they given to be meat unto the fowls of the air
79,1,2,"Deus, venerunt",2,and the flesh of thy saints unto the beasts of the land.
79,1,3,"Deus, venerunt",1,Their blood have they shed like water on every side of Jerusalem
79,1,3,"Deus, venerunt",2,and there was no man to bury them.
79,1,4,"Deus, venerunt",1,We are become an open shame to our enemies
79,1,4,"Deus, venerunt",2,a very scorn and derision unto them that are round about us.
79,1,5,"Deus, venerunt",1,"Lord, how long wilt thou be angry"
79,1,5,"Deus, venerunt",2,shall thy jealousy burn like fire for ever?
79,1,6,"Deus, venerunt",1,Pour out thine indignation upon the heathen that have not known thee
79,1,6,"Deus, venerunt",2,and upon the kingdoms that have not called upon thy Name.
79,1,7,"Deus, venerunt",1,For they have devoured Jacob
79,1,7,"Deus, venerunt",2,and laid waste his dwelling-place.
79,1,8,"Deus, venerunt",1,"O remember not our old sins, but have mercy upon us, and that soon"
79,1,8,"Deus, venerunt",2,for we are come to great misery.
79,1,9,"Deus, venerunt",1,"Help us, O God of our salvation, for the glory of thy Name"
79,1,9,"Deus, venerunt",2,"O deliver us, and be merciful unto our sins, for thy Name's sake."
79,1,10,"Deus, venerunt",1,Wherefore do the heathen say
79,1,10,"Deus, venerunt",2,Where is now their God?
79,1,11,"Deus, venerunt",1,O let the vengeance of thy servants' blood that is shed
79,1,11,"Deus, venerunt",2,be openly shewed upon the heathen in our sight.
79,1,12,"Deus, venerunt",1,O let the sorrowful sighing of the prisoners come before thee
79,1,12,"Deus, venerunt",2,"according to the greatness of thy power, preserve thou those that are appointed to die."
79,1,13,"Deus, venerunt",1,And for the blasphemy wherewith our neighbours have blasphemed thee
79,1,13,"Deus, venerunt",2,"reward thou them, O Lord, seven-fold into their bosom."
79,1,14,"Deus, venerunt",1,"So we, that are thy people, and sheep of thy pasture, shall give thee thanks for ever"
79,1,14,"Deus, venerunt",2,and will alway be shewing forth thy praise from generation to generation.
79,2,15,Doxology,1,Glory be to the Father
79,2,15,Doxology,2,"and to the Son, and to the Holy Ghost"
79,2,16,Doxology,1,"As it was in the beginning, is now, and ever shall be"
79,2,16,Doxology,2,world without end. Amen.
80,1,1,Qui regis Israel,1,"HEAR, O thou Shepherd of Israel, thou that leadest Joseph like a sheep"
80,1,1,Qui regis Israel,2,"shew thyself also, thou that sittest upon the cherubims."
80,1,2,Qui regis Israel,1,"Before Ephraim, Benjamin, and Manasses"
80,1,2,Qui regis Israel,2,"stir up thy strength, and come, and help us."
80,1,3,Qui regis Israel,1,"Turn us again, O God"
80,1,3,Qui regis Israel,2,"shew the light of thy countenance, and we shall be whole."
80,1,4,Qui regis Israel,1,O Lord God of hosts
80,1,4,Qui regis Israel,2,how long wilt thou be angry with thy people that prayeth?
80,1,5,Qui regis Israel,1,Thou feedest them with the bread of tears
80,1,5,Qui regis Israel,2,and givest them plenteousness of tears to drink.
80,1,6,Qui regis Israel,1,Thou hast made us a very strife unto our neighbours
80,1,6,Qui regis Israel,2,and our enemies laugh us to scorn.
80,1,7,Qui regis Israel,1,"Turn us again, thou God of hosts"
80,1,7,Qui regis Israel,2,"shew the light of thy countenance, and we shall be whole."
80,1,8,Qui regis Israel,1,Thou hast brought a vine out of Egypt
80,1,8,Qui regis Israel,2,"thou hast cast out the heathen, and planted it."
80,1,9,Qui regis Israel,1,Thou madest room for it
80,1,9,Qui regis Israel,2,and when it had taken root it filled the land.
80,1,10,Qui regis Israel,1,The hills were covered with the shadow of it
80,1,10,Qui regis Israel,2,and the boughs thereof were like the goodly cedar-trees.
80,1,11,Qui regis Israel,1,She stretched out her branches unto the sea
80,1,11,Qui regis Israel,2,and her boughs unto the river.
80,1,12,Qui regis Israel,1,Why hast thou then broken down her hedge
80,1,12,Qui regis Israel,2,that all they that go by pluck off her grapes?
80,1,13,Qui regis Israel,1,The wild boar out of the wood doth root it up
80,1,13,Qui regis Israel,2,and the wild beasts of the field devour it.
80,1,14,Qui regis Israel,1,"Turn thee again, thou God of hosts, look down from heaven"
80,1,14,Qui regis Israel,2,"behold, and visit this vine;"
80,1,15,Qui regis Israel,1,And the place of the vineyard that thy right hand hath planted
80,1,15,Qui regis Israel,2,and the branch that thou madest so strong for thyself.
80,1,16,Qui regis Israel,1,"It is burnt with fire, and cut down"
80,1,16,Qui regis Israel,2,and they shall perish at the rebuke of thy countenance.
80,1,17,Qui regis Israel,1,Let thy hand be upon the man of thy right hand
80,1,17,Qui regis Israel,2,"and upon the son of man, whom thou madest so strong for thine own self."
80,1,18,Qui regis Israel,1,And so will not we go back from thee
80,1,18,Qui regis Israel,2,"O let us live, and we shall call upon thy Name."
80,1,19,Qui regis Israel,1,"Turn us again, O Lord God of hosts"
80,1,19,Qui regis Israel,2,"shew the light of thy countenance, and we shall be whole."
80,2,21,Doxology,1,Glory be to the Father
80,2,21,Doxology,2,"and to the Son, and to the Holy Ghost"
80,2,20,Doxology,1,"As it was in the beginning, is now, and ever shall be"
80,2,20,Doxology,2,world without end. Amen.
81,1,1,Exultate Deo,1,SING we merrily unto God our strength
81,1,1,Exultate Deo,2,make a cheerful noise unto the God of Jacob.
81,1,2,Exultate Deo,1,"Take the psalm, bring hither the tabret"
81,1,2,Exultate Deo,2,the merry harp with the lute.
81,1,3,Exultate Deo,1,Blow up the trumpet in the new-moon
81,1,3,Exultate Deo,2,"even in the time appointed, and upon our solemn feast-day."
81,1,4,Exultate Deo,1,For this was made a statute for Israel
81,1,4,Exultate Deo,2,and a law of the God of Jacob.
81,1,5,Exultate Deo,1,This he ordained in Joseph for a testimony
81,1,5,Exultate Deo,2,"when he came out of the land of Egypt, and had heard a strange language."
81,1,6,Exultate Deo,1,I eased his shoulder from the burden
81,1,6,Exultate Deo,2,and his hands were delivered from making the pots.
81,1,7,Exultate Deo,1,"Thou calledst upon me in troubles, and I delivered thee"
81,1,7,Exultate Deo,2,and heard thee what time as the storm fell upon thee.
81,1,8,Exultate Deo,1,I proved thee also
81,1,8,Exultate Deo,2,at the waters of strife.
81,1,9,Exultate Deo,1,"Hear, O my people, and I will assure thee, O Israel"
81,1,9,Exultate Deo,2,"if thou wilt hearken unto me,"
81,1,10,Exultate Deo,1,There shall no strange god be in thee
81,1,10,Exultate Deo,2,neither shalt thou worship any other god.
81,1,11,Exultate Deo,1,"I am the Lord thy God, who brought thee out of the land of Egypt"
81,1,11,Exultate Deo,2,"open thy mouth wide, and I shall fill it."
81,1,12,Exultate Deo,1,But my people would not hear my voice
81,1,12,Exultate Deo,2,and Israel would not obey me.
81,1,13,Exultate Deo,1,So I gave them up unto their own hearts' lusts
81,1,13,Exultate Deo,2,and let them follow their own imaginations.
81,1,14,Exultate Deo,1,O that my people would have hearkened unto me
81,1,14,Exultate Deo,2,"for if Israel had walked in my ways,"
81,1,15,Exultate Deo,1,I should soon have put down their enemies
81,1,15,Exultate Deo,2,and turned my hand against their adversaries.
81,1,16,Exultate Deo,1,The haters of the Lord should have been found liars
81,1,16,Exultate Deo,2,but their time should have endured for ever.
81,1,17,Exultate Deo,1,He should have fed them also with the finest wheat-flour
81,1,17,Exultate Deo,2,and with honey out of the stony rock should I have satisfied thee.
81,2,19,Doxology,1,Glory be to the Father
81,2,19,Doxology,2,"and to the Son, and to the Holy Ghost"
81,2,18,Doxology,1,"As it was in the beginning, is now, and ever shall be"
81,2,18,Doxology,2,world without end. Amen.
82,1,1,Deus stetit,1,GOD standeth in the congregation of princes
82,1,1,Deus stetit,2,he is a Judge among gods.
82,1,2,Deus stetit,1,How long will ye give wrong judgement
82,1,2,Deus stetit,2,and accept the persons of the ungodly?
82,1,3,Deus stetit,1,Defend the poor and fatherless
82,1,3,Deus stetit,2,see that such as are in need and necessity have right.
82,1,4,Deus stetit,1,Deliver the outcast and poor
82,1,4,Deus stetit,2,save them from the hand of the ungodly.
82,1,5,Deus stetit,1,"They will not be learned nor understand, but walk on still in darkness"
82,1,5,Deus stetit,2,all the foundations of the earth are out of course.
82,1,6,Deus stetit,1,"I have said, Ye are gods"
82,1,6,Deus stetit,2,and ye are all the children of the most Highest.
82,1,7,Deus stetit,1,But ye shall die like men
82,1,7,Deus stetit,2,and fall like one of the princes.
82,1,8,Deus stetit,1,"Arise, O God, and judge thou the earth"
82,1,8,Deus stetit,2,for thou shalt take all heathen to thine inheritance.
82,2,9,Doxology,1,Glory be to the Father
82,2,9,Doxology,2,"and to the Son, and to the Holy Ghost"
82,2,10,Doxology,1,"As it was in the beginning, is now, and ever shall be"
82,2,10,Doxology,2,world without end. Amen.
83,1,1,"Deus, quis similis?",1,"HOLD not thy tongue, O God, keep not still silence"
83,1,1,"Deus, quis similis?",2,"refrain not thyself, O God."
83,1,2,"Deus, quis similis?",1,"For lo, thine enemies make a murmuring"
83,1,2,"Deus, quis similis?",2,and they that hate thee have lift up their head.
83,1,3,"Deus, quis similis?",1,They have imagined craftily against thy people
83,1,3,"Deus, quis similis?",2,and taken counsel against thy secret ones.
83,1,4,"Deus, quis similis?",1,"They have said, Come, and let us root them out, that they be no more a people"
83,1,4,"Deus, quis similis?",2,and that the name of Israel may be no more in remembrance.
83,1,5,"Deus, quis similis?",1,For they have cast their heads together with one consent
83,1,5,"Deus, quis similis?",2,and are confederate against thee;
83,1,6,"Deus, quis similis?",1,"The tabernacles of the Edomites, and the Ismaelites"
83,1,6,"Deus, quis similis?",2,the Moabites and Hagarenes;
83,1,7,"Deus, quis similis?",1,"Gebal, and Ammon, and Amalek"
83,1,7,"Deus, quis similis?",2,"the Philistines, with them that dwell at Tyre."
83,1,8,"Deus, quis similis?",1,Assur also is joined with them
83,1,8,"Deus, quis similis?",2,and have holpen the children of Lot.
83,1,9,"Deus, quis similis?",1,But do thou to them as unto the Madianites
83,1,9,"Deus, quis similis?",2,"unto Sisera, and unto Jabin at the brook of Kison;"
83,1,10,"Deus, quis similis?",1,Who perished at Endor
83,1,10,"Deus, quis similis?",2,and became as the dung of the earth.
83,1,11,"Deus, quis similis?",1,Make them and their princes like Oreb and Zeb
83,1,11,"Deus, quis similis?",2,"yea, make all their princes like as Zeba and Salmana;"
83,1,12,"Deus, quis similis?",1,"Who say, Let us take to ourselves"
83,1,12,"Deus, quis similis?",2,the houses of God in possession.
83,1,13,"Deus, quis similis?",1,"O my God, make them like unto a wheel"
83,1,13,"Deus, quis similis?",2,and as the stubble before the wind;
83,1,14,"Deus, quis similis?",1,Like as the fire that burneth up the wood
83,1,14,"Deus, quis similis?",2,and as the flame that consumeth the mountains.
83,1,15,"Deus, quis similis?",1,Persecute them even so with thy tempest
83,1,15,"Deus, quis similis?",2,and make them afraid with thy storm.
83,1,16,"Deus, quis similis?",1,"Make their faces ashamed, O Lord"
83,1,16,"Deus, quis similis?",2,that they may seek thy Name.
83,1,17,"Deus, quis similis?",1,Let them be confounded and vexed ever more and more
83,1,17,"Deus, quis similis?",2,"let them be put to shame, and perish."
83,1,18,"Deus, quis similis?",1,"And they shall know that thou, whose Name is Jehovah"
83,1,18,"Deus, quis similis?",2,art only the most Highest over all the earth.
83,2,19,Doxology,1,Glory be to the Father
83,2,19,Doxology,2,"and to the Son, and to the Holy Ghost"
83,2,20,Doxology,1,"As it was in the beginning, is now, and ever shall be"
83,2,20,Doxology,2,world without end. Amen.
84,1,1,Quam dilecta!,1,O HOW amiable are thy dwellings
84,1,1,Quam dilecta!,2,thou Lord of hosts!
84,1,2,Quam dilecta!,1,My soul hath a desire and longing to enter into the courts of the Lord
84,1,2,Quam dilecta!,2,my heart and my flesh rejoice in the living God.
84,1,3,Quam dilecta!,1,"Yea, the sparrow hath found her an house, and the swallow a nest where she may lay her young"
84,1,3,Quam dilecta!,2,"even thy altars, O Lord of hosts, my King and my God."
84,1,4,Quam dilecta!,1,Blessed are they that dwell in thy house
84,1,4,Quam dilecta!,2,they will be alway praising thee.
84,1,5,Quam dilecta!,1,Blessed is the man whose strength is in thee
84,1,5,Quam dilecta!,2,in whose heart are thy ways.
84,1,6,Quam dilecta!,1,Who going through the vale of misery use it for a well
84,1,6,Quam dilecta!,2,and the pools are filled with water.
84,1,7,Quam dilecta!,1,They will go from strength to strength
84,1,7,Quam dilecta!,2,and unto the God of gods appeareth every one of them in Sion.
84,1,8,Quam dilecta!,1,"O Lord God of hosts, hear my prayer"
84,1,8,Quam dilecta!,2,"hearken, O God of Jacob."
84,1,9,Quam dilecta!,1,"Behold, O God our defender"
84,1,9,Quam dilecta!,2,and look upon the face of thine Anointed.
84,1,10,Quam dilecta!,1,For one day in thy courts
84,1,10,Quam dilecta!,2,is better than a thousand.
84,1,11,Quam dilecta!,1,I had rather be a door-keeper in the house of my God
84,1,11,Quam dilecta!,2,than to dwell in the tents of ungodliness.
84,1,12,Quam dilecta!,1,For the Lord God is a light and defence
84,1,12,Quam dilecta!,2,"the Lord will give grace and worship, and no good thing shall he withhold from them that live a godly life."
84,1,13,Quam dilecta!,1,O Lord God of hosts
84,1,13,Quam dilecta!,2,blessed is the man that putteth his trust in thee.
84,2,15,Doxology,1,Glory be to the Father
84,2,15,Doxology,2,"and to the Son, and to the Holy Ghost"
84,2,14,Doxology,1,"As it was in the beginning, is now, and ever shall be"
84,2,14,Doxology,2,world without end. Amen.
85,1,1,"Benedixisti, Domine",1,"LORD, thou art become gracious unto thy land"
85,1,1,"Benedixisti, Domine",2,thou hast turned away the captivity of Jacob.
85,1,2,"Benedixisti, Domine",1,Thou hast forgiven the offence of thy people
85,1,2,"Benedixisti, Domine",2,and covered all their sins.
85,1,3,"Benedixisti, Domine",1,Thou hast taken away all thy displeasure
85,1,3,"Benedixisti, Domine",2,and turned thyself from thy wrathful indignation.
85,1,4,"Benedixisti, Domine",1,"Turn us then, O God our Saviour"
85,1,4,"Benedixisti, Domine",2,and let thine anger cease from us.
85,1,5,"Benedixisti, Domine",1,Wilt thou be displeased at us for ever
85,1,5,"Benedixisti, Domine",2,and wilt thou stretch out thy wrath from one generation to another?
85,1,6,"Benedixisti, Domine",1,"Wilt thou not turn again, and quicken us"
85,1,6,"Benedixisti, Domine",2,that thy people may rejoice in thee?
85,1,7,"Benedixisti, Domine",1,"Shew us thy mercy, O Lord"
85,1,7,"Benedixisti, Domine",2,and grant us thy salvation.
85,1,8,"Benedixisti, Domine",1,I will hearken what the Lord God will say concerning me
85,1,8,"Benedixisti, Domine",2,"for he shall speak peace unto his people, and to his saints, that they turn not again."
85,1,9,"Benedixisti, Domine",1,For his salvation is nigh them that fear him
85,1,9,"Benedixisti, Domine",2,that glory may dwell in our land.
85,1,10,"Benedixisti, Domine",1,Mercy and truth are met together
85,1,10,"Benedixisti, Domine",2,righteousness and peace have kissed each other.
85,1,11,"Benedixisti, Domine",1,Truth shall flourish out of the earth
85,1,11,"Benedixisti, Domine",2,and righteousness hath looked down from heaven.
85,1,12,"Benedixisti, Domine",1,"Yea, the Lord shall shew loving-kindness"
85,1,12,"Benedixisti, Domine",2,and our land shall give her increase.
85,1,13,"Benedixisti, Domine",1,Righteousness shall go before him
85,1,13,"Benedixisti, Domine",2,and he shall direct his going in the way.
85,2,15,Doxology,1,Glory be to the Father
85,2,15,Doxology,2,"and to the Son, and to the Holy Ghost"
85,2,14,Doxology,1,"As it was in the beginning, is now, and ever shall be"
85,2,14,Doxology,2,world without end. Amen.
86,1,1,"Inclina, Domine",1,"BOW down thine ear, O Lord, and hear me"
86,1,1,"Inclina, Domine",2,"for I am poor, and in misery."
86,1,2,"Inclina, Domine",1,"Preserve thou my soul, for I am holy"
86,1,2,"Inclina, Domine",2,"my God, save thy servant that putteth his trust in thee."
86,1,3,"Inclina, Domine",1,"Be merciful unto me, O Lord"
86,1,3,"Inclina, Domine",2,for I will call daily upon thee.
86,1,4,"Inclina, Domine",1,Comfort the soul of thy servant
86,1,4,"Inclina, Domine",2,"for unto thee, O Lord, do I lift up my soul."
86,1,5,"Inclina, Domine",1,"For thou, Lord, art good and gracious"
86,1,5,"Inclina, Domine",2,and of great mercy unto all them that call upon thee.
86,1,6,"Inclina, Domine",1,"Give ear, Lord, unto my prayer"
86,1,6,"Inclina, Domine",2,and ponder the voice of my humble desires.
86,1,7,"Inclina, Domine",1,In the time of my trouble I will call upon thee
86,1,7,"Inclina, Domine",2,for thou hearest me.
86,1,8,"Inclina, Domine",1,"Among the gods there is none like unto thee, O Lord"
86,1,8,"Inclina, Domine",2,there is not one that can do as thou doest.
86,1,9,"Inclina, Domine",1,"All nations whom thou hast made shall come and worship thee, O Lord"
86,1,9,"Inclina, Domine",2,and shall glorify thy Name.
86,1,10,"Inclina, Domine",1,"For thou art great, and doest wondrous things"
86,1,10,"Inclina, Domine",2,thou art God alone.
86,1,11,"Inclina, Domine",1,"Teach me thy way, O Lord, and I will walk in thy truth"
86,1,11,"Inclina, Domine",2,"O knit my heart unto thee, that I may fear thy Name."
86,1,12,"Inclina, Domine",1,"I will thank thee, O Lord my God, with all my heart"
86,1,12,"Inclina, Domine",2,and will praise thy Name for evermore.
86,1,13,"Inclina, Domine",1,For great is thy mercy toward me
86,1,13,"Inclina, Domine",2,and thou hast delivered my soul from the nethermost hell.
86,1,14,"Inclina, Domine",1,"O God, the proud are risen against me"
86,1,14,"Inclina, Domine",2,"and the congregations of naughty men have sought after my soul, and have not set thee before their eyes."
86,1,15,"Inclina, Domine",1,"But thou, O Lord God, art full of compassion and mercy"
86,1,15,"Inclina, Domine",2,"long-suffering, plenteous in goodness and truth."
86,1,16,"Inclina, Domine",1,"O turn thee then unto me, and have mercy upon me"
86,1,16,"Inclina, Domine",2,"give thy strength unto thy servant, and help the son of thine handmaid."
86,1,17,"Inclina, Domine",1,"Shew some token upon me for good, that they who hate me may see it and be ashamed"
86,1,17,"Inclina, Domine",2,"because thou, Lord, hast holpen me and comforted me."
86,2,19,Doxology,1,Glory be to the Father
86,2,19,Doxology,2,"and to the Son, and to the Holy Ghost"
86,2,18,Doxology,1,"As it was in the beginning, is now, and ever shall be"
86,2,18,Doxology,2,world without end. Amen.
87,1,1,Fundamenta ejus,1,HER foundations are upon the holy hills
87,1,1,Fundamenta ejus,2,the Lord loveth the gates of Sion more than all the dwellings of Jacob.
87,1,2,Fundamenta ejus,1,Very excellent things are spoken of thee
87,1,2,Fundamenta ejus,2,thou city of God.
87,1,3,Fundamenta ejus,1,I will think upon Rahab and Babylon
87,1,3,Fundamenta ejus,2,with them that know me.
87,1,4,Fundamenta ejus,1,Behold ye the Philistines also
87,1,4,Fundamenta ejus,2,"and they of Tyre, with the Morians; lo, there was he born."
87,1,5,Fundamenta ejus,1,And of Sion it shall be reported that he was born in her
87,1,5,Fundamenta ejus,2,and the most High shall stablish her.
87,1,6,Fundamenta ejus,1,The Lord shall rehearse it when he writeth up the people
87,1,6,Fundamenta ejus,2,that he was born there.
87,1,7,Fundamenta ejus,1,The singers also and trumpeters shall he rehearse
87,1,7,Fundamenta ejus,2,All my fresh springs shall be in thee.
87,2,9,Doxology,1,Glory be to the Father
87,2,9,Doxology,2,"and to the Son, and to the Holy Ghost"
87,2,8,Doxology,1,"As it was in the beginning, is now, and ever shall be"
87,2,8,Doxology,2,world without end. Amen.
88,1,1,Domine Deus,1,"O LORD God of my salvation, I have cried day and night before thee"
88,1,1,Domine Deus,2,"O let my prayer enter into thy presence, incline thine ear unto my calling."
88,1,2,Domine Deus,1,For my soul is full of trouble
88,1,2,Domine Deus,2,and my life draweth nigh unto hell.
88,1,3,Domine Deus,1,I am counted as one of them that go down into the pit
88,1,3,Domine Deus,2,and I have been even as a man that hath no strength.
88,1,4,Domine Deus,1,"Free among the dead, like unto them that are wounded, and lie in the grave"
88,1,4,Domine Deus,2,"who are out of remembrance, and are cut away from thy hand."
88,1,5,Domine Deus,1,Thou hast laid me in the lowest pit
88,1,5,Domine Deus,2,"in a place of darkness, and in the deep."
88,1,6,Domine Deus,1,Thine indignation lieth hard upon me
88,1,6,Domine Deus,2,and thou hast vexed me with all thy storms.
88,1,7,Domine Deus,1,Thou hast put away mine acquaintance far from me
88,1,7,Domine Deus,2,and made me to be abhorred of them.
88,1,8,Domine Deus,1,I am so fast in prison
88,1,8,Domine Deus,2,that I cannot get forth.
88,1,9,Domine Deus,1,My sight faileth for very trouble
88,1,9,Domine Deus,2,"Lord, I have called daily upon thee, I have stretched forth my hands unto thee."
88,1,10,Domine Deus,1,Dost thou shew wonders among the dead
88,1,10,Domine Deus,2,"or shall the dead rise up again, and praise thee?"
88,1,11,Domine Deus,1,Shall thy loving-kindness be shewed in the grave
88,1,11,Domine Deus,2,or thy faithfulness in destruction?
88,1,12,Domine Deus,1,Shall thy wondrous works be known in the dark
88,1,12,Domine Deus,2,and thy righteousness in the land where all things are forgotten?
88,1,13,Domine Deus,1,"Unto thee have I cried, O Lord"
88,1,13,Domine Deus,2,and early shall my prayer come before thee.
88,1,14,Domine Deus,1,"Lord, why abhorrest thou my soul"
88,1,14,Domine Deus,2,and hidest thou thy face from me?
88,1,15,Domine Deus,1,"I am in misery, and like unto him that is at the point to die"
88,1,15,Domine Deus,2,even from my youth up thy terrors have I suffered with a troubled mind.
88,1,16,Domine Deus,1,Thy wrathful displeasure goeth over me
88,1,16,Domine Deus,2,and the fear of thee hath undone me.
88,1,17,Domine Deus,1,They came round about me daily like water
88,1,17,Domine Deus,2,and compassed me together on every side.
88,1,18,Domine Deus,1,My lovers and friends hast thou put away from me
88,1,18,Domine Deus,2,and hid mine acquaintance out of my sight.
88,2,19,Doxology,1,Glory be to the Father
88,2,19,Doxology,2,"and to the Son, and to the Holy Ghost"
88,2,20,Doxology,1,"As it was in the beginning, is now, and ever shall be"
88,2,20,Doxology,2,world without end. Amen.
89,1,1,Misericordias Domini,1,MY song shall be alway of the loving-kindness of the Lord
89,1,1,Misericordias Domini,2,with my mouth will I ever be shewing thy truth from one generation to another.
89,1,2,Misericordias Domini,1,"For I have said, Mercy shall be set up for ever"
89,1,2,Misericordias Domini,2,thy truth shalt thou stablish in the heavens.
89,1,3,Misericordias Domini,1,I have made a covenant with my chosen
89,1,3,Misericordias Domini,2,I have sworn unto David my servant;
89,1,4,Misericordias Domini,1,Thy seed will I stablish for ever
89,1,4,Misericordias Domini,2,and set up thy throne from one generation to another.
89,1,5,Misericordias Domini,1,"O Lord, the very heavens shall praise thy wondrous works"
89,1,5,Misericordias Domini,2,and thy truth in the congregation of the saints.
89,1,6,Misericordias Domini,1,For who is he among the clouds
89,1,6,Misericordias Domini,2,that shall be compared unto the Lord?
89,1,7,Misericordias Domini,1,And what is he among the gods
89,1,7,Misericordias Domini,2,that shall be like unto the Lord?
89,1,8,Misericordias Domini,1,God is very greatly to be feared in the council of the saints
89,1,8,Misericordias Domini,2,and to be had in reverence of all them that are round about him.
89,1,9,Misericordias Domini,1,"O Lord God of hosts, who is like unto thee"
89,1,9,Misericordias Domini,2,"thy truth, most mighty Lord, is on every side."
89,1,10,Misericordias Domini,1,Thou rulest the raging of the sea
89,1,10,Misericordias Domini,2,thou stillest the waves thereof when they arise.
89,1,11,Misericordias Domini,1,"Thou hast subdued Egypt, and destroyed it"
89,1,11,Misericordias Domini,2,thou hast scattered thine enemies abroad with thy mighty arm.
89,1,12,Misericordias Domini,1,"The heavens are thine, the earth also is thine"
89,1,12,Misericordias Domini,2,"thou hast laid the foundation of the round world, and all that therein is."
89,1,13,Misericordias Domini,1,Thou hast made the north and the south
89,1,13,Misericordias Domini,2,Tabor and Hermon shall rejoice in thy Name.
89,1,14,Misericordias Domini,1,Thou hast a mighty arm
89,1,14,Misericordias Domini,2,"strong is thy hand, and high is thy right hand."
89,1,15,Misericordias Domini,1,Righteousness and equity are the habitation of thy seat
89,1,15,Misericordias Domini,2,mercy and truth shall go before thy face.
89,1,16,Misericordias Domini,1,"Blessed is the people, O Lord, that can rejoice in thee"
89,1,16,Misericordias Domini,2,they shall walk in the light of thy countenance.
89,1,17,Misericordias Domini,1,Their delight shall be daily in thy Name
89,1,17,Misericordias Domini,2,and in thy righteousness shall they make their boast.
89,1,18,Misericordias Domini,1,For thou art the glory of their strength
89,1,18,Misericordias Domini,2,and in thy loving-kindness thou shalt lift up our horns.
89,1,19,Misericordias Domini,1,For the Lord is our defence
89,1,19,Misericordias Domini,2,the Holy One of Israel is our King.
89,1,20,Misericordias Domini,1,"Thou spakest sometime in visions unto thy saints, and saidst"
89,1,20,Misericordias Domini,2,I have laid help upon one that is mighty; I have exalted one chosen out of the people.
89,1,21,Misericordias Domini,1,I have found David my servant
89,1,21,Misericordias Domini,2,with my holy oil have I anointed him.
89,1,22,Misericordias Domini,1,My hand shall hold him fast
89,1,22,Misericordias Domini,2,and my arm shall strengthen him.
89,1,23,Misericordias Domini,1,The enemy shall not be able to do him violence
